placeOfUse,entryAmount,memo,category
쿠팡,112562,스낵 구입,쇼핑
다이소 신촌점,131176,치킨 세트,생활
11번가,139973,주말 장보기,쇼핑
YES24,119179,주유,여가/취미
롯데시네마 월드타워,38276,저녁 배달,여가/취미
투썸플레이스 홍대점,56167,점심 식사,카페
카카오택시,106248,옷 구매,교통
투썸플레이스 홍대점,3319,주유,카페
던킨도너츠 강남역,132987,저녁 배달,카페
버거킹 강남점,22070,아메리카노,식비
ABC마트 강남점,59566,저녁 배달,쇼핑
GS칼텍스 강남대로점,120981,카페라떼,교통
메가박스 강남,147798,옷 구매,여가/취미
카카오택시,43666,편의점 간식,교통
쿠팡이츠,35392,편의점 간식,식비
이마트 용산점,78462,식재료 구매,마트
버거킹 강남점,70692,택시요금,식비
GS25 강남역점,133993,영화 관람,편의점
맘스터치 사당점,7924,치킨 세트,식비
현대백화점 무역센터점,95733,편의점 간식,쇼핑
다이소 신촌점,81515,옷 구매,생활
GS칼텍스 강남대로점,143673,아메리카노,교통
이디야커피 잠실점,12647,치킨 세트,카페
교촌치킨 서초점,29177,티켓 구매,식비
설빙 신촌점,67869,저녁 배달,카페
롯데시네마 월드타워,104673,편의점 간식,여가/취미
스타벅스 강남역점,42445,화장품 구매,카페
CU 신림점,38744,택시요금,편의점
하이패스,145276,식재료 구매,교통
설빙 신촌점,121886,카페라떼,카페
배민1,55048,주유,식비
ABC마트 강남점,139371,식재료 구매,쇼핑
하나로마트 양재,5229,화장품 구매,마트
쿠팡,55606,점심 식사,쇼핑
GS칼텍스 강남대로점,121450,아메리카노,교통
YES24,5042,지하철 요금,여가/취미
G마켓,7056,도서 구매,쇼핑
YES24,52799,옷 구매,여가/취미
CU 신림점,3236,편의점 간식,편의점
홈플러스 강서점,91800,티켓 구매,마트
파파존스 강남점,83450,옷 구매,식비
맘스터치 사당점,145394,주말 장보기,식비
서울교통공사,54987,편의점 간식,교통
메가커피 신촌점,124398,주말 장보기,카페
다이소 신촌점,10498,아메리카노,생활
메가박스 강남,41002,식재료 구매,여가/취미
롯데시네마 월드타워,137252,생활용품 구매,여가/취미
T맵택시,52457,화장품 구매,교통
ABC마트 강남점,44955,저녁 배달,쇼핑
이마트 용산점,55619,스낵 구입,마트
GS25 강남역점,128292,생활용품 구매,편의점
다이소 신촌점,139870,택시요금,생활
서울교통공사,117804,도서 구매,교통
맘스터치 사당점,60881,식재료 구매,식비
쿠팡이츠,18515,점심 식사,식비
하이패스,141911,카페라떼,교통
카페베네 종로점,93481,주말 장보기,카페
bhc치킨 대치점,13736,식재료 구매,식비
올리브영 강남점,144586,옷 구매,쇼핑
카페베네 종로점,135292,편의점 간식,카페
롯데백화점 본점,63810,주말 장보기,쇼핑
맘스터치 사당점,13684,점심 식사,식비
던킨도너츠 강남역,1388,도서 구매,카페
롯데시네마 월드타워,32934,주유,여가/취미
하나로마트 양재,74860,치킨 세트,마트
롯데시네마 월드타워,78884,지하철 요금,여가/취미
카카오택시,105515,택시요금,교통
맥도날드 신림점,16675,영화 관람,식비
SK주유소 방배점,1295,도서 구매,교통
GS칼텍스 강남대로점,83656,화장품 구매,교통
올리브영 강남점,70405,옷 구매,쇼핑
투썸플레이스 홍대점,88901,지하철 요금,카페
다이소 신촌점,107140,옷 구매,생활
파파존스 강남점,63817,식재료 구매,식비
스타벅스 강남역점,148730,치킨 세트,카페
11번가,109100,지하철 요금,쇼핑
배민1,133407,식재료 구매,식비
올리브영 강남점,25373,화장품 구매,쇼핑
파파존스 강남점,77343,택시요금,식비
메가커피 신촌점,133221,생활용품 구매,카페
G마켓,51877,화장품 구매,쇼핑
CGV 압구정,21763,지하철 요금,여가/취미
버거킹 강남점,57721,점심 식사,식비
GS칼텍스 강남대로점,19222,편의점 간식,교통
SK주유소 방배점,54101,택시요금,교통
YES24,147059,식재료 구매,여가/취미
하이패스,123949,화장품 구매,교통
스타벅스 강남역점,36174,편의점 간식,카페
홈플러스 강서점,80372,주말 장보기,마트
YES24,70305,영화 관람,여가/취미
버거킹 강남점,75029,주말 장보기,식비
던킨도너츠 강남역,32648,지하철 요금,카페
BBQ치킨 역삼점,7784,치킨 세트,식비
미스터피자 홍대점,148340,택시요금,식비
맘스터치 사당점,45318,편의점 간식,식비
BBQ치킨 역삼점,94658,도서 구매,식비
카페베네 종로점,128747,지하철 요금,카페
롯데시네마 월드타워,38293,식재료 구매,여가/취미
SK주유소 방배점,25254,편의점 간식,교통
카페베네 종로점,109545,티켓 구매,카페
CU 신림점,82983,치킨 세트,편의점
메가박스 강남,121939,생활용품 구매,여가/취미
알라딘 중고서점 홍대,55054,옷 구매,여가/취미
교촌치킨 서초점,74827,영화 관람,식비
카카오택시,46779,지하철 요금,교통
코스트코 양재점,91894,스낵 구입,마트
던킨도너츠 강남역,72257,아메리카노,카페
메가커피 신촌점,133861,아메리카노,카페
맥도날드 신림점,131350,식재료 구매,식비
투썸플레이스 홍대점,38233,도서 구매,카페
알라딘 중고서점 홍대,14500,점심 식사,여가/취미
서울교통공사,54291,화장품 구매,교통
롯데백화점 본점,3181,생활용품 구매,쇼핑
GS25 강남역점,34880,티켓 구매,편의점
CU 신림점,5333,생활용품 구매,편의점
요기요,82699,치킨 세트,식비
현대백화점 무역센터점,15678,생활용품 구매,쇼핑
GS칼텍스 강남대로점,41308,생활용품 구매,교통
하이패스,62940,지하철 요금,교통
코스트코 양재점,36654,아메리카노,마트
GS25 강남역점,10331,도서 구매,편의점
미스터피자 홍대점,15933,편의점 간식,식비
요기요,37074,점심 식사,식비
메가박스 강남,81172,편의점 간식,여가/취미
맘스터치 사당점,116837,옷 구매,식비
하이패스,49543,스낵 구입,교통
맘스터치 사당점,102936,카페라떼,식비
맥도날드 신림점,6383,옷 구매,식비
쿠팡이츠,33574,주유,식비
현대백화점 무역센터점,63581,택시요금,쇼핑
11번가,71239,점심 식사,쇼핑
카페베네 종로점,124068,생활용품 구매,카페
쿠팡이츠,30231,식재료 구매,식비
서울교통공사,93799,옷 구매,교통
SK주유소 방배점,133260,편의점 간식,교통
홈플러스 강서점,127566,아메리카노,마트
CU 신림점,65432,택시요금,편의점
서울교통공사,121088,주말 장보기,교통
CU 신림점,72195,도서 구매,편의점
교보문고 광화문점,143399,치킨 세트,여가/취미
메가박스 강남,9401,점심 식사,여가/취미
CGV 압구정,54517,주말 장보기,여가/취미
CGV 압구정,145489,티켓 구매,여가/취미
교촌치킨 서초점,46185,티켓 구매,식비
T맵택시,45963,티켓 구매,교통
ABC마트 강남점,89333,스낵 구입,쇼핑
코스트코 양재점,143668,저녁 배달,마트
11번가,106797,티켓 구매,쇼핑
GS칼텍스 강남대로점,71047,주말 장보기,교통
GS25 강남역점,2474,생활용품 구매,편의점
던킨도너츠 강남역,112687,영화 관람,카페
카카오택시,73700,스낵 구입,교통
bhc치킨 대치점,109747,아메리카노,식비
올리브영 강남점,27093,스낵 구입,쇼핑
던킨도너츠 강남역,36780,식재료 구매,카페
카카오택시,105065,카페라떼,교통
메가박스 강남,66780,아메리카노,여가/취미
메가커피 신촌점,14833,편의점 간식,카페
교보문고 광화문점,33218,저녁 배달,여가/취미
파파존스 강남점,9230,화장품 구매,식비
하나로마트 양재,126038,주유,마트
T맵택시,122879,치킨 세트,교통
11번가,17371,주말 장보기,쇼핑
현대백화점 무역센터점,25559,저녁 배달,쇼핑
다이소 신촌점,69336,옷 구매,생활
YES24,48175,도서 구매,여가/취미
미스터피자 홍대점,66540,도서 구매,식비
ABC마트 강남점,64536,카페라떼,쇼핑
홈플러스 강서점,17751,지하철 요금,마트
GS칼텍스 강남대로점,3207,택시요금,교통
미스터피자 홍대점,113774,주말 장보기,식비
GS칼텍스 강남대로점,45480,옷 구매,교통
쿠팡이츠,6643,생활용품 구매,식비
알라딘 중고서점 홍대,108628,도서 구매,여가/취미
하이패스,113607,택시요금,교통
맥도날드 신림점,96158,스낵 구입,식비
메가박스 강남,125111,택시요금,여가/취미
올리브영 강남점,123080,치킨 세트,쇼핑
투썸플레이스 홍대점,117422,편의점 간식,카페
서울교통공사,13883,옷 구매,교통
이디야커피 잠실점,144528,저녁 배달,카페
CU 신림점,124802,티켓 구매,편의점
쿠팡이츠,29814,택시요금,식비
세븐일레븐 홍대점,44281,저녁 배달,편의점
SK주유소 방배점,6843,치킨 세트,교통
GS칼텍스 강남대로점,57615,주말 장보기,교통
파파존스 강남점,68692,점심 식사,식비
T맵택시,86101,옷 구매,교통
BBQ치킨 역삼점,92410,주유,식비
미스터피자 홍대점,45950,아메리카노,식비
올리브영 강남점,116575,생활용품 구매,쇼핑
쿠팡,93706,스낵 구입,쇼핑
미스터피자 홍대점,97253,주유,식비
다이소 신촌점,26747,점심 식사,생활
설빙 신촌점,124604,주말 장보기,카페
서울교통공사,147318,생활용품 구매,교통
CU 신림점,86998,옷 구매,편의점
T맵택시,36849,주유,교통
11번가,79849,주말 장보기,쇼핑
GS칼텍스 강남대로점,79812,식재료 구매,교통
SK주유소 방배점,125389,영화 관람,교통
롯데백화점 본점,55168,저녁 배달,쇼핑
CGV 압구정,8209,주유,여가/취미
카페베네 종로점,22169,주말 장보기,카페
홈플러스 강서점,89488,주말 장보기,마트
카페베네 종로점,111462,도서 구매,카페
버거킹 강남점,19759,편의점 간식,식비
교촌치킨 서초점,144018,티켓 구매,식비
T맵택시,33211,카페라떼,교통
맘스터치 사당점,121249,지하철 요금,식비
올리브영 강남점,128748,영화 관람,쇼핑
파파존스 강남점,6594,아메리카노,식비
카카오택시,113349,편의점 간식,교통
쿠팡이츠,91699,치킨 세트,식비
CGV 압구정,126256,화장품 구매,여가/취미
YES24,27018,저녁 배달,여가/취미
스타벅스 강남역점,134941,식재료 구매,카페
배민1,66427,치킨 세트,식비
던킨도너츠 강남역,28149,영화 관람,카페
교촌치킨 서초점,52589,아메리카노,식비
스타벅스 강남역점,54371,영화 관람,카페
롯데백화점 본점,24622,카페라떼,쇼핑
파파존스 강남점,66069,티켓 구매,식비
알라딘 중고서점 홍대,63964,티켓 구매,여가/취미
메가커피 신촌점,133435,지하철 요금,카페
bhc치킨 대치점,44319,저녁 배달,식비
교촌치킨 서초점,138108,식재료 구매,식비
bhc치킨 대치점,63872,치킨 세트,식비
롯데백화점 본점,15034,편의점 간식,쇼핑
bhc치킨 대치점,36367,카페라떼,식비
세븐일레븐 홍대점,98097,주말 장보기,편의점
던킨도너츠 강남역,22754,카페라떼,카페
하나로마트 양재,64884,편의점 간식,마트
SK주유소 방배점,133610,점심 식사,교통
CGV 압구정,85389,식재료 구매,여가/취미
설빙 신촌점,69349,카페라떼,카페
세븐일레븐 홍대점,126959,식재료 구매,편의점
요기요,62945,식재료 구매,식비
T맵택시,111385,지하철 요금,교통
올리브영 강남점,108916,점심 식사,쇼핑
쿠팡,58549,주말 장보기,쇼핑
파파존스 강남점,24566,식재료 구매,식비
YES24,105613,영화 관람,여가/취미
코스트코 양재점,66477,식재료 구매,마트
코스트코 양재점,50016,주말 장보기,마트
다이소 신촌점,107354,아메리카노,생활
T맵택시,53414,지하철 요금,교통
SK주유소 방배점,46705,편의점 간식,교통
카페베네 종로점,82496,카페라떼,카페
서울교통공사,45274,생활용품 구매,교통
현대백화점 무역센터점,135624,옷 구매,쇼핑
올리브영 강남점,115180,점심 식사,쇼핑
투썸플레이스 홍대점,71683,아메리카노,카페
롯데백화점 본점,103541,아메리카노,쇼핑
GS25 강남역점,59495,점심 식사,편의점
알라딘 중고서점 홍대,108916,화장품 구매,여가/취미
배민1,104802,옷 구매,식비
하나로마트 양재,148770,택시요금,마트
스타벅스 강남역점,7637,주말 장보기,카페
투썸플레이스 홍대점,108317,치킨 세트,카페
bhc치킨 대치점,82725,화장품 구매,식비
ABC마트 강남점,69777,치킨 세트,쇼핑
BBQ치킨 역삼점,71179,주유,식비
홈플러스 강서점,107414,택시요금,마트
카페베네 종로점,74845,스낵 구입,카페
메가커피 신촌점,37001,치킨 세트,카페
롯데백화점 본점,54450,식재료 구매,쇼핑
SK주유소 방배점,109895,티켓 구매,교통
CU 신림점,15389,옷 구매,편의점
메가박스 강남,35580,주유,여가/취미
BBQ치킨 역삼점,103975,편의점 간식,식비
미스터피자 홍대점,144162,티켓 구매,식비
카페베네 종로점,89548,스낵 구입,카페
GS칼텍스 강남대로점,42926,도서 구매,교통
메가커피 신촌점,101201,식재료 구매,카페
메가커피 신촌점,89186,카페라떼,카페
BBQ치킨 역삼점,36478,티켓 구매,식비
교촌치킨 서초점,138775,주유,식비
GS25 강남역점,45176,영화 관람,편의점
11번가,12260,카페라떼,쇼핑
롯데시네마 월드타워,95691,생활용품 구매,여가/취미
이마트 용산점,56718,저녁 배달,마트
쿠팡,79599,치킨 세트,쇼핑
맘스터치 사당점,50758,스낵 구입,식비
T맵택시,30673,저녁 배달,교통
11번가,16089,옷 구매,쇼핑
메가커피 신촌점,132275,점심 식사,카페
던킨도너츠 강남역,84774,점심 식사,카페
하이패스,92345,화장품 구매,교통
G마켓,144479,점심 식사,쇼핑
카카오택시,106042,화장품 구매,교통
하나로마트 양재,75277,식재료 구매,마트
요기요,70159,편의점 간식,식비
교보문고 광화문점,31733,치킨 세트,여가/취미
던킨도너츠 강남역,63488,식재료 구매,카페
메가박스 강남,110938,택시요금,여가/취미
